movie_id,name,genres,overview
500,Mrs. Doubtfire (1993),Comedy,Eccentric actor Daniel Hillard is an amusing and caring father. But after a disastrous birthday party for his son  Daniel's wife Miranda draws the line and files a divorce. He can see his three children only once a week which doesn't sit well with him. Daniel also holds a job at a TV studio as a shipping clerk under the recommendation of his liason. But when Miranda puts out an ad for a housekeeper  Daniel takes it upon himself to make a disguise as a Scottish lady named Mrs Doubtfire. And Daniel must also deal with Miranda's new boyfriend Stu Dunemyer. 
501,Naked (1993),Drama,Johnny flees Manchester for London  to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend  and spends some time homeless  spending much of his time ranting at strangers  and meeting characters in plights very much like his own. 
502,"Next Karate Kid, The (1994)",Action|Children's,During a commemoration for Japanese soldiers fighting in the US Army during World War II  Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie  an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path. 
503,"New Age, The (1994)",Drama,Peter and Katherine Witner are Southern California super yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities  their solution is to start their own business together. In order to find meaning to their empty lives  they follow various New Age gurus and other such groups. Eventually  they hit rock bottom and have make some hard decisions. 
504,No Escape (1994),Action|Sci-Fi,"Robbins is sentenced to prison for the assassination of his general officer  a prison you leave only when you die. Since nobody ever leaves the prison  nobody knows what the prison is like. The prison manager realizes this and buys himself an island playground called ""Absolom "" where the worst prisoners are free to create an isolated barbaric society  and where the strongest men rule...a living hell. Robbins is sent to Absolom after he almost kills the prison manager. "
505,North (1994),Comedy,Eleven year old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs  so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him. 
506,Orlando (1993),Drama,Young nobleman Orlando is commanded by Queen Elizabeth I to stay forever young. Miraculously  he does just that. The film follows him as he moves through several centuries of British history  experiencing a variety of lives and relationships along the way  and even changing sex. 
507,"Perfect World, A (1993)",Action|Drama,"After escaping from a Huntsville prison  convict Butch Haynes and his partner Terry Pugh kidnap a young boy  Philip Perry  and flee across Texas. As they travel together  Butch and Philip discover common bonds and suffer the abuses of the outside ""Perfect World."" In pursuit is Texas Ranger ""Red"" Garnett and criminologist Sally Gerber. "
508,Philadelphia (1993),Drama,Andrew Beckett  a gay  HIV positive lawyer  is fired from his law firm in fear that they might contract HIV from him. After Andrew is fired  in a last attempt for peace  he sues his former law firm with the help of a homophobic lawyer  Joe Miller. During the court battle  Miller sees that Beckett is no different than anyone else on the gritty streets of the city of brotherly love  sheds his homophobia and helps Beckett with his case before AIDS overcomes him. 
509,"Piano, The (1993)",Drama|Romance,It is the mid nineteenth century. Ada is a mute who has a young daughter  Flora. In an arranged marriage she leaves her native Scotland accompanied by her daughter and her beloved piano. Life in the rugged forests of New Zealand's North Island is not all she may have imagined and nor is her relationship with her new husband Stewart. She suffers torment and loss when Stewart sells her piano to a neighbour  George. Ada learns from George that she may earn back her piano by giving him piano lessons  but only with certain other conditions attached. At first Ada despises George but slowly their relationship is transformed and this propels them into a dire situation. 
510,Poetic Justice (1993),Drama,After witnessing the murder of her first and only boyfriend  young Justice decides to forget about college and become a South Central Los Angeles hairdresser. Avoiding friends  the only way for her to cope with her depression is by composing beautiful poetry. On her way to a convention in Oakland  she is forced to ride with an independent minded postal worker whom she has not gotten along with in the past. After various arguments between them and their friends  they start to discover that their thoughts on violence  socially and domestically  are the same. Justice may finally feel that she is not as alone as before. 
511,"Program, The (1993)",Action|Drama,A college football coach is told by his bosses that unless they do better this season it could be his last. To bolster the team he recruits a talented tail back. A female student is assigned to help him assimilate with college life and that includes doing his studies because he spent his whole life just playing football. And he finds himself attracted to her and she already has a boyfriend who is also on the team but he might be more concern about losing his position than losing her to him. And the coach has to deal with his other players' situations like the team's quarterback who deals with his father being distant by drinking and it eventually gets him in trouble. And one of the team's defensive players is obviously using steroids but passes the drug tests. 
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,Strange aliens land in the Midwest  taking over people's minds in order to spread their dominion. Sam Nivens and Andrew Nivens  aided by Mary Sefton  are part of a government agency who must stop the the aliens before the aliens get to them... 
513,Radioland Murders (1994),Comedy|Mystery|Romance,In 1939  WBN  a fourth radio network  is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough  Penny Henderson  the owner's secretary  must deal with an unhappy sponsor  an overbearing boss and a soon to be ex husband who desperately wants her back. As the broadcast begins  a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger  to find out whodunit as the police chase him through the halls of WBN. 
514,"Ref, The (1994)",Comedy,Denis Leary plays an unfortunate cat burglar  who is abandonded by his partner in the middle of a heist  and is forced to take an irritating Connecticut couple (Kevin Spacey  Judy Davis) hostage. He soon finds that he took more than he bargained for when the couple's blackmailing son and despicable in laws step into the picture. Before long they're driving him nuts with their petty bickering and family problems. The only way for him to survive is to be their referee and resolve their differences  before he can be nabbed by the police. 
515,"Remains of the Day, The (1993)",Drama,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in pre WWII Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude. 
516,Renaissance Man (1994),Comedy|Drama|War,A down on his luck businessman desperately takes the only job offered   a teacher in the U.S. Army. His mission: keep a ragtag bunch of underachieving misfits from flunking out of basic training! Be on alert as this unlikely new teacher and his underdog class unexpectedly inspire each other to be all they can be! 
517,Rising Sun (1993),Action|Drama|Mystery,At the offices of a Japanese corporation  during a party  a woman  who's evidently a professional mistress  is found dead  apparently after some rough sex. A police detective  Web Smith is called in to investigate but before getting there  he gets a call from someone who instructs him to pick up John Connor  a former police Captain and expert on Japanese affairs. When they arrive there Web thinks that everything is obvious but Connor tells him that there's a lot more going on. 
518,"Road to Wellville, The (1994)",Comedy,A madcap portrayal of William Lightbody's stay at the health farm run by cereal king Dr. John Harvey Kellogg. William's wife  Eleanor  has persuaded him to go to Kellogg to have his system cleaned of impurities. Kellogg is very unconventional  and almost barbaric in his treatments. 
519,Robocop 3 (1993),Sci-Fi|Thriller,The mega corporation Omni Consumer Products is still bent on creating their pet project  Delta City  to replace the rotting city of Detroit. Unfortunately  the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end  OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight  Robocop must decide where his loyalties lie. 
520,Robin Hood: Men in Tights (1993),Comedy,Robin of Locksley  known as the most skilled archer of the land  has just returned to England after fighting in the Holy Crusades  where King Richard the Lionhearted is also fighting. Robin finds that much of what he knew of England has gone to ruin  including his longtime family home having been taken away  all at the hands of the evil Prince John  Richard's brother who has assumed the throne in Richard's absence. Neurotic John is basically being controlled by the equally evil Sheriff of Rottingham  everything they doing to fatten their own coffers at the expense of the commoners and peasants. As such  Robin recruits a band of merry men to help him battle Prince John and the Sheriff  they who include: Blinkin  his blind longtime servant; Ahchoo  the misguided son of Asneeze  the man who helped him escape from prison while fighting in the Crusades; Little John  who seems to think that being called Little is only coincidental to the fact of he being a hulking man; and Little John's friend  Will Scarlet O'Hara  a master with daggers. In going to the palace  Robin falls in love at first sight with Marian of Bagelle  a maid of the court. Marian is looking for the man who has the figurative and literal key to unlock her heart (and more private parts). The Sheriff has his own eyes on Marian  he who in turn is the object of desire of Latrine  a powerful hag of a sorceress of the court. Robin and the Sheriff in particular have a fight to the death mentality to achieve their end goals  which for both are protection of the throne for their trusted royal  and the heart and cherry of Maid Marian. 
521,Romeo Is Bleeding (1993),Crime|Thriller,Detective Jack Grimaldi (Gary Oldman) takes us through his shattered life after encountering the most deadly (and deceptive) criminal he has ever had to deal with. It doesn't help that Grimladi is playing both sides against the middle. When he encounters Demarkov (Lena Olin) he thinks he can play her as he has all the other women in his life...including his wife. But Demarkov knows Jack better than he knows himself. She plays him mercilessly  all the while threatening to kill him when she tires of the game. 
522,Romper Stomper (1992),Action|Drama,Nazi skinheads in Melbourne take out their anger on local Vietnamese  who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all out confrontation  sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band  and helps them on their run from justice  but is her affliction also a sign of impurity  
523,Ruby in Paradise (1993),Drama,Ruby  a young woman  arrives in a Florida resort town during the off season to make a fresh start. She gets work as a sales clerk in a souvineer shop run by Mildred Chambers. She dates  and sleeps with  Ricky Chambers  Mildred's conceited son  but breaks off with him when she finds she's just another conquest. She gets involved with Mike  a left wing greenhouse worker. As the seasons change  Ruby's relationships with others and herself go through metamorphoses as she makes choices and discoveries establishing her own identity. A character study. 
524,Rudy (1993),Drama,Rudy grew up in a steel mill town where most people ended up working  but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low  his athletic skills were poor  and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team. 
525,"Saint of Fort Washington, The (1993)",Drama,Matthew  a young schizophrenic  finds himself out on the street when a slumlord tears down his apartment building. Soon  he finds himself in even more dire straits  when he is threatened by Little Leroy  a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry  a streetwise combat veteran  who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness. 
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,Jean is young  gay  and promiscuous. Only after he meets one or two women  including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis (he is HIV positive) and a tough choice between Laura and his male lover Samy. 
527,Schindler's List (1993),Drama|War,Oskar Schindler is a vainglorious and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp  it is a testament to the good in all of us. 
528,"Scout, The (1994)",Drama,Al Percolo is a major league baseball scout sent to scout in Mexico as a punishment. However  he eventually stumbles across Steve Nebraska  a young American who can pitch AND hit better than anyone else can do either. He signs Steve and returns home in glory. It soon becomes obvious  though  that Steve is immature and possibly unstable  and Al turns to psychiatrist Doctor H. Aaron  whom he picks for her name  for help. 
529,Searching for Bobby Fischer (1993),Drama,Josh Waitzkin is just a typical American boy interested in baseball when one day he challenges his father at chess and wins. Showing unusual precocity at the outdoor matches at Washington Square in New York City  he quickly makes friends with a hustler named Vinnie who teaches him speed chess. Josh's parents hire a renowned chess coach  Bruce  who teaches Josh the usefulness of measured planning. Along the way Josh becomes tired of Bruce's system and chess in general and purposely throws a match  leaving the prospects of winning a national championship in serious jeopardy. 
530,Second Best (1994),Drama,Graham Holt is a lonely middle aged man who runs a postal substation in a small village in England. He decides to adopt a son. James is the troubled youth he gets with the assistance of social worker Debbie. James has been in an orphanage for years since his mother committed suicide. He adores his outlaw father John  sent to prison not long after the mother's death. Can James learn to love Graham  Can Graham settle for being second best  
531,"Secret Garden, The (1993)",Children's|Drama,A young British girl born and raised in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's estate. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again  she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' brothers  she begins restoring the garden  and eventually discovers some other secrets of the manor. 
532,Serial Mom (1994),Comedy|Crime|Horror,A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally  and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family  the body count begins to increase  and the police get closer to the truth  threatening the family's picture perfect world. 
533,"Shadow, The (1994)",Action,"Based on the 1930's pulp fiction and radio drama series  the film pits the hero against his arch enemy  Shiwan Khan  who plans to take over the world by holding a city ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds""  the Shadow comes blazing to the city's rescue with explosive results. "
534,Shadowlands (1993),Drama|Romance,"C.S. Lewis is the author of the ""Chronicles of Narnia"" books. Known as Jack  he teaches at Oxford during the 1950s. An American fan  Joy Gresham  arrives to meet him for tea in Oxford. It is the beginning of a love affair. Tragically  Joy becomes terminally ill and their lives become complicated. "
535,Short Cuts (1993),Drama,While helicopters overhead spray against a Medfly infestation a group of Los Angeles lives intersect  some casually  some to more lasting effect. Whilst they go out to concerts and jazz clubs and even have their pools cleaned  they also lie  drink  and cheat. Death itself seems never to be far away  even on a fishing trip. 
536,"Simple Twist of Fate, A (1994)",Drama,Michael McCann is a man who feels totally betrayed by the world  after his wife revealed to him that their child was not his. A few years after his break up we find him living alone in a small town. But  everything in his miserable life changes when he adopts a little girl whose mother died outside his house. After several years  the real father returns to claim the girl from Michael  thinking that she will be an advantage for his political career. 
537,Sirens (1994),Comedy|Drama,"A young reverend and his wife are on the way from England to Australia to minister to their flock. The bishop asks him to visit an eccentric artist prone to sexual depictions and requests that he voluntarily withdraw a controversial work call ""Crucified Venus"" from his show. The minister  who considers himself a progressive  is shocked at the amoral atmosphere surrounding the painter  his wife  and the three models living at his estate. The minister's wife is troubled also  and has to deal with latent sexual urges while trying to remain loyal to her husband. "
538,Six Degrees of Separation (1993),Drama,"New Yorkers Ouisa and Flan Kittredge are upper class private art dealers  pretentious but compassionate. Their prized possession is a double sided Kandinsky  one side that represents control  the other side chaos. They relay a story to their friends and acquaintances that over time becomes legendary. It is their encounter with a young black man who they had never met or heard of but who comes stumbling upon their front door one evening as they are courting an important investor  Geoffrey Miller  who could make them wealthy beyond what they could have dreamed. That black man is Paul Poitier  who has just arrived in the city  was just mugged outside their building and is sporting a minor knife wound to the abdomen. He is a friend of the Kittredge's children  who are attending Harvard  but more importantly is the son of actor director Sidney Poitier. Tomorrow  Paul is meeting up with his father who is in town directing a movie of ""Cats"". Beyond the attraction of talking Paul into getting them roles in the movie  Ouisa  Flan and Geoffrey all end up being captivated by the charm  charisma  pedigree and eloquence of Paul  who the Kittredges  after tending to his wounds  invite to stay the night. Their encounter with Paul ends up being an all too familiar story  which they will soon learn  and leads the Kittredges on a search for Paul after he leaves their abode the next morning. In that search  Ouisa  in particular  begins to view critically their life and just how much compassion they really have. "
539,Sleepless in Seattle (1993),Comedy|Romance,After his wife Maggie passes away  Sam Baldwin and his 8 year old son Jonah relocate from Chicago to Seattle to escape the grief associated with Maggie's death. Eighteen months later Sam is still grieving and can't sleep. Although Jonah misses his mother  he wants his father to get a new wife despite Sam having not even contemplated dating again. On Christmas Eve  Sam (on Jonah's initiative) ends up pouring his heart out on a national radio talk show about his magical and perfect marriage to Maggie  and how much he still misses her. Among the many women who hear Sam's story and fall in love with him solely because of it is Annie Reed  a Baltimore based newspaper writer. Annie's infatuation with Sam's story and by association Sam himself is despite being already engaged. But Annie's relationship with her straight laced fianc   Walter is unlike her dream love life in the movie An Affair to Remember (1957). She even writes to Sam proposing they meet atop the Empire State Building on Valentine's Day. Back in Seattle  Sam has received hundreds of letters from women wanting to meet him. Jonah is excited by one letter in particular from Baltimore and will do whatever he needs to to get his father and Annie together. However  old fashioned Sam wants his future love life to be based on meeting a woman the traditional way and he  in turn  becomes infatuated with an unknown woman he spots a few times in Seattle. Will magic happen twice in Sam's life  and if so will it be with this unknown woman or Annie  
540,Sliver (1993),Thriller,Carly Norris is a book editor living in New York City who moves into the Sliver apartment building. In the apartment building  Carly meets two of her new neighbors  author Jack Lansford who writes thriller novels and Zeke Hawkins  the handsome owner of the apartment building. Carly finds that some of the women living in the apartment building have been murdered and the police suspect that there is a serial killer in the apartment building. Carly has a passionate and seductive love affair with Zeke  unaware Zeke has secretly wired the apartment building with hidden cameras and he has been watching the lives of each tenant living in the apartment building including Carly. Carly begins to suspect Zeke or Jack may be the serial killer responsible for the murders in the apartment building and she may be the killer's next victim. 
541,Blade Runner (1982),Film-Noir|Sci-Fi,"In the futuristic year of 2019  Los Angeles has become a dark and depressing metropolis  filled with urban decay. Rick Deckard  an ex cop  is a ""Blade Runner"". Blade runners are people assigned to assassinate ""replicants"". The replicants are androids that look like real human beings. When four replicants commit a bloody mutiny on the Off World colony  Deckard is called out of retirement to track down the androids. As he tracks the replicants  eliminating them one by one  he soon comes across another replicant  Rachel  who evokes human emotion  despite the fact that she's a replicant herself. As Deckard closes in on the leader of the replicant group  his true hatred toward artificial intelligence makes him question his own identity in this future world  including what's human and what's not human. "
542,Son in Law (1993),Comedy,Country girl Rebecca begins college in Los Angeles. There she meets Crawl  a student who is crazy  unpredictable and wild. During the holidays she brings him with her home. Her parents have never seen anything like him and are shocked when Rebecca tells them that they are engaged to be married. Two different worlds collide... 
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Charlie  a poet  hasn't had much luck with women  but then he meets Harriet  the girl of his dreams.. or is it his nightmares. Charlie begins to suspect that Harriet is Ms X  a woman who marries then kills her husbands. 
544,Striking Distance (1993),Action,A serial killer is back in Pittsburgh to torment the former homicide detective who was on his trail years before. Tom Hardy  who has been relegated to water way duty  along with new partner Jo Christman  navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows  he must find the killer to prove his innocence. 
545,Harlem (1993),Drama,A young American woman is kidnapped by an Arabian sheik and held captive in his harem. At first she frantically tries to escape  but as they slowly get to know and appreciate each other the difference between captor and captive dissolves. 
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,Can you make a movie out of a video game  That's the question that is answered by this film. Mario Mario and Luigi Mario  two hard working plumbers find themselves in an alternate universe where evolved dinosaurs live in medium hi tech squalor. They find themselves the only hope to save the Earth from invasion. 
547,Surviving the Game (1994),Action|Adventure|Thriller,Mason  who lives on the streets  wants to cease his life when on the same day his two best friends die: His dog and an older man with whom he shared his food and roof. Just in time Cole  from a charity organization  can prevent his suicide and also offers him a quite well paid job as servant for a hunting party in the Rocky Mountains. Mason accepts the job and flies with them to a hut in the wilderness where they prepare everything for the four rich businessmen who want to hunt something special. Mason does not yet know that he is the victim of their sports that should lead to the basic insticts of man  but they did not count with his cleverness... 
548,Terminal Velocity (1994),Action,Ditch Brodie is a maverick skydiving instructor. One day  a beautiful girl comes in  wanting to take her first jump. Up in the air  Ditch takes his eyes off her momentarily  then looks back to find out that she has fallen out  dying on impact. Ditch is suspicious that all is not as it seems  because he distinctly remembers hooking her static line on... 
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,As the title suggests  this dramatised documentary about the eccentric Canadian pianist Glenn Gould is broken up into thirty two short films (mirroring the thirty two part structure of Bach's 'Goldberg Variations'  the recording that Gould made famous)  each giving us an insight into some aspect of Gould's life and career. Out of respect for the music lead actor Colm Feore is never seen playing the piano  merely reacting to Gould's own recordings  which are extensively featured 
550,Threesome (1994),Comedy|Romance,Eddy and Stuart share two thirds of a dormitory suite. Due to bureaucratic error  a woman named Alex is added to their room. At first  relations among the three are tense. Soon  however  Alex falls for Eddy  and Stuart lusts after Alex. Eddy comes to realize not only that he's gay  but that he's attracted to Stuart. The three pledge not to act on any romantic (or lustful) feelings with each other  and become close friends . . . while bottling up a lot of sexual tension. 
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,Jack Skellington  the pumpkin king of Halloween Town  is bored with doing the same thing every year for Halloween. One day he stumbles into Christmas Town  and is so taken with the idea of Christmas that he tries to get the resident bats  ghouls  and goblins of Halloween town to help him put on Christmas instead of Halloween    but alas  they can't get it quite right. 
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,The three best of the disbanded Musketeers   Athos  Porthos  and Aramis   join a young hotheaded would be Musketeer  D'Artagnan  to stop the Cardinal Richelieu's evil plot: to form an alliance with enemy England by way of the mysterious Milady. Rochefort  the Cardinal's right hand man  announces the official disbanding of the King's Musketeers. Three  however  refuse to throw down their swords   Athos the fighter and drinker  Porthos the pirate and lover  and Aramis the priest and poet. Arriving in Paris to join the Musketeers  D'Artagnan uncovers the Cardinal's plans  and the four set out on a mission to protect King and Country. 
553,Tombstone (1993),Western,After success cleaning up Dodge City  Wyatt Earp moves to Tombstone  Arizona  and wishes to get rich in obscurity. He meets his brothers there  as well as his old friend Doc Holliday. A band of outlaws that call themselves The Cowboys are causing problems in the region with various acts of random violence  and inevitably come into confrontation with Holliday and the Earps  which leads to a shoot out at the OK Corral. 
554,Trial by Jury (1994),Thriller,Valerie is a juror in the trail of a mob boss. When her young son's life is threatened  she has no option other than to see that justice isn't done. 
555,True Romance (1993),Action|Crime|Romance,In Detroit  Clarence Worley goes to the movie theater alone on the day of his birthday to watch some movies. The gorgeous Alabama Whitman accidentally drops her popcorn on Clarence and they watch the movie together. Later they go to a diner for pie  and end up having a one night stand. In the morning  Alabama confesses that she is a call girl hired to spend the night with him  but she has fallen in love with him. In the morning they get married and Clarence goes to the club where she worked to bring her some clothes. However  her pimp Drexl Spivey and his partner beat up Clarence and he reacts by killing them both. Clarence asks for Alabama's suitcase with her clothes and the other girls mistakenly give another one with cocaine. When Clarence discovers the mistake  he decides to travel with Alabama to the house of his friend  the aspiring actor Dick Ritchie  to sell the drug and travel to Mexico. He visits his father Clifford Worley and gives his address to him. But the Sicilian Mafia is the owner of the drug and a group of killers are sent to hunt down Clarnece and Alabama. 
556,"War Room, The (1993)",Documentary,A behind the scenes documentary about the Clinton for President campaign  focusing on the adventures of spin doctors James Carville and George Stephanopoulos. Bill Clinton himself is almost never seen. 
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,This is the story of a young boy named Richard Tyler  who spouts statistics about the possibility of accidents. So much so  he is scared to do anything that might endanger him  like riding his bike  or climbing into his treehouse. While riding his bike home  Richard finds shelter from a storm inside a nearby library. Richard slips and is knocked unconscious while exploring a rotunda in the library. Upon awakening  he is led on a journey through conflicts and events that resemble fictional stories  keeping him from finding the exit from the library. 
559,"Paris, France (1993)",Comedy,Lucy (Leslie Hope)  her husband Michael (Victor Ertmanis)  and their business partner William (Dan Left) are the owners of a small publishing company in Toronto. The stability of their lives are thrown into an emotional maelstrom with the arrival of Sloan (Peter Outerbrige)  a former boxer turned writer whose first book (based on a serial killer) is about to be published by their company. Sloan gets in over his head when he embarks on a steamy affair with the sexually ravenous and frustrated Lucy  who longs to re create her S&M filled days in Paris gone by. But Sloan soon embarks on another affair of his own with the openly gay William which leads to sexual confusion for the writer. All in the while  Lucy's befuddled husband  Michael  slowly goes crazy over learning of his wife and business partner's dalliance with his client until he decides to join in on their bed jumping as well. 
560,"Beans of Egypt, Maine, The (1994)",Drama,The Beans are poor  proud  hated by all  but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer  and the view from her window is better than any daytime television soap opera; especially Beal Bean  and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out of season deer hunting  Beal takes up with Reuben's woman Roberta. He also has a child by Earlene  with a triangle of sex complicated by poverty. 
561,Killer (Bulletproof Heart) (1994),Thriller,"A professional assassin  having just ""cleaned up"" a botched ""job "" is pressured into another new assignment by his boss. He is beginning to find himself off balanced and self questioning about his chosen career  when he is thrown into complete turmoil by the unusual nature of this latest ""hit."" A prominant woman has accumulated a massive amount of bad debt from shady characters and threatened them with police exposure  yet seems resigned to her fate when informed of a contract on her life. In fact  she even seems to look forward to her own demise. Why  As the killer tries to understand and resolve the situation  he begins to feel emotions long suppressed  perhaps  that he didn't even know he possessed. Before he can straighten out this upside down  backwards  and inverted  crazy situation  his boss turns up the heat. Having his driver around  who is an old friend but unreliable and twitchy  nonetheless  does little to settle his jangly nerves. Finally  an impasse is reached with dire consequences for all.... "
562,Welcome to the Dollhouse (1995),Comedy|Drama,Seventh grade is no fun. Especially for Dawn Weiner when everyone at school calls you 'Dog Face' or 'Wiener Dog.' Not to mention if your older brother is 'King of the Nerds' and your younger sister is a cutesy ballerina who gets you in trouble but is your parents' favorite. And that's just the beginning  her life seems to be falling apart when she faces rejection from the older guy in her brother's band that she has a crush on  her parents want to tear down her 'Special People's Club' clubhouse  and her sister is abducted.... 
563,Germinal (1993),Drama,It's mid 19th century  north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike  and then the authorities repress them 
564,Chasers (1994),Comedy,A hapless Navy grunt is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape. 
565,Cronos (1992),Horror,In 1536  in Veracruz  Mexico  during the Inquisition  an alchemist builds a mysterious and sophisticated device named Cronos to provide eternal life to the owner. In the present days  the antiques dealer Jesus Gris finds Cronos hidden inside an ancient statue while cleaning it with his granddaughter Aurora. He accidentally triggers the device and soon his wife Mercedes and he note that he has a younger appearance. Out of the blue  the stranger Angel de la Guardia visits Gris's shop and buys the old statue. On the next day  Gris finds his shop trashed and Angel's card on the floor. He pays a visit to Angel that introduces him to the eccentric millionaire De la Guardia that explains the healing power and the eternal life given by Cronos. Angel is sent by De la Guardia to hunt down Gris to get Cronos no matter the costs. 
566,Naked in New York (1994),Comedy|Romance,Naked in New York begins in the car of grown up Jake  he is talking to us about his girlfriend  Joanne  (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents  nyaa  I don't think so'). From there it flashes back to his memories of his parents  college  house across from a squirrel infested peanut factory  best friend  writing career and Joanne. 
567,Kika (1993),Drama,Kika  a young cosmetologist  is called to the mansion of Nicolas  an American writer to make up the corpse of his stepson  Ramon. Ramon  who is not dead  is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas  the suspicious death of Ramon's mother and the intrusive gaze of tabloid TV star and Ramon's ex psychologist Andrea Scarface. 
568,Bhaji on the Beach (1993),Comedy|Drama,A group of women of Indian descent take a trip together from their home in Birmingham  England to the beach resort of Blackpool. The women vary in ages from mid teens to old  and initially have little in common. But the events of the day lead them to better mutual understanding and solidarity. 
569,Little Big League (1994),Children's|Comedy,When the owner of the Minnesota Twins dies suddenly  his will bequeaths the team to his grandson Billy  a devotee of baseball who  although only 12  has devoured voluminous lore  knows the team intimately  and has shown an uncanny sixth sense of what they need to improve. They hate their manager  so Billy quickly fires the SOB  winning their instant approval. However  this turns to dismay when he announces their new manager: Billy Heywood. How will Billy convince a gang of proud  tough men to stick around and take orders from a kid  On the other hand  what's to lose   the team has nowhere to go but up. 
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,Stocholm in the 1920s. Young Roland lives with his socialist father  Jewish mother and a boxing brother. His mother sells condoms illegally  and from them  Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher  who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles  a successful business that in the end lands him in hot water. 
571,"Wedding Gift, The (1994)",Drama,The movie chronicles the struggles of Deric and Diana Longden  a happily married couple who try to cope with Diana's inexplicable degenerative disease which causes occasional paralysis of ... 
572,Foreign Student (1994),Drama,Paris  1955. Philippe Leclerc is overjoyed: he has just been granted the fellowship he applied for and he will be able to study for a year at the prestigious Asheland Stuart University of Virginia. Once on the spot  he discovers how different the South of the USA is from his native France and the period of adjustment is no bed of roses  notably when he mistakes American football for soccer while playing a game and becomes the laughing stock of the college. Philip nonetheless gains the friendship of the captain of the team and gradually adapts to his new environment  discovering American literature through the lectures of a fascinating professor  rock and roll and jazz  among other things. A Southern belle  Sue Ann  falls for his French charm but  unfortunately for her  her love is unrequited and she breaks down nervously as a result. As for Philippe he falls madly in love with April  a beautiful Black domestic worker... 
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,Marco Sperelli is a teacher  he is divorced and he is sent to work in Corzano  a town near Naples. The first day of work he finds in the school only the school caretaker and few girls and ... 
